"['korea ', 'bagi ', 'etnis ', 'bentuk ', 'pada ', 'masuk ']"
5.484550065040282,0.0,1.3979400086720375,2.4436974992327127,1.0969100130080565,1.2218487496163564
0.0,0.0,0.0,0.0,0.0,0.0
6.581460078048339,0.0,0.0,2.4436974992327127,13.162920156096678,0.0
9.872190117072508,2.795880017344075,0.0,0.0,8.775280104064452,1.2218487496163564
0.0,0.0,0.0,0.0,0.0,0.0
